序号,代码,开发区名称,省份,城市/区县,批准级别,开发区类型,批准时间,核准面积_公顷,主导产业,经度_GCJ02,纬度_GCJ02,经度_WGS84,纬度_WGS84,格式化地址,地理编码精度,状态,dist_to_coast_km,pop_density_at_point,pop_density_buffer_mean,pop_density_buffer_sum,forest_treecover2000_buffer_mean,forest_loss_total_buffer_sum,forest_loss_pre_designation,forest_loss_post_designation,forest_loss_post_minus_pre,built_1990_at_point,built_1990_buffer_mean,built_1990_buffer_sum,built_2000_at_point,built_2000_buffer_mean,built_2000_buffer_sum,built_2010_at_point,built_2010_buffer_mean,built_2010_buffer_sum,built_2015_at_point,built_2015_buffer_mean,built_2015_buffer_sum,built_2020_at_point,built_2020_buffer_mean,built_2020_buffer_sum,built_pre_designation_year,built_post_designation_year,built_pre_designation,built_post_designation,built_change_post_minus_pre
422,S239065,抚远中俄沿边开放示范区,黑龙江省,抚远中俄沿边开放示范区,省政府,工业园区,2010.09,14.06,农副产品加工、木材加工、建材,134.30786,48.365027,134.300139,48.362616,黑龙江省佳木斯市抚远市,区县,city_only,1255.589,22.4083,13.5075,31864.2157,22.1302,1445.0,571.0,874.0,303.0,332059.0,12003.3529,1224342.0,347839.0,14247.8235,1453278.0,352793.0,17736.0588,1809078.0,357250.0,19973.8333,2037331.0,371257.0,21868.8235,2230620.0,2010,2015,1809078.0,2037331.0,228253.0
424,S239066,勃利工业园区,黑龙江省,勃利,省政府,工业园区,2014.11,528.14,食品、电力、煤化工,130.592009,45.755856,130.584766,45.753832,黑龙江省七台河市勃利县,区县,ok,851.051,44.8611,28.717,127733.0332,0.9482,744.0,234.0,510.0,276.0,314878.0,50559.5347,5106513.0,329926.0,55881.2574,5644007.0,340883.0,61339.4752,6195287.0,349896.0,65180.099,6583190.0,355978.0,71564.3366,7227998.0,2010,2015,6195287.0,6583190.0,387903.0
428,S239069,宁安工业示范基地,黑龙江省,宁安,省政府,工业园区,2011.01,457.15,食品、建材、物流,129.482505,44.340617,129.475228,44.338381,黑龙江省牡丹江市宁安市,区县,ok,676.119,61.6788,29.3631,186661.1814,1.1997,138.0,97.0,41.0,-56.0,315964.0,46872.217,4968455.0,332781.0,54428.6321,5769435.0,338631.0,60261.2453,6387692.0,341889.0,64732.2925,6861623.0,346452.0,74053.0377,7849622.0,2010,2015,6387692.0,6861623.0,473931.0
433,S239070,孙吴工业示范基地,黑龙江省,孙吴,省政府,工业园区,2016.04,154.73,食品、乳制品加工,127.336163,49.425645,127.328818,49.423374,黑龙江省黑河市孙吴县,区县,ok,1029.494,24.3997,9.3363,59481.7062,1.6673,641.0,246.0,395.0,149.0,434803.0,26143.3398,2692764.0,440120.0,30697.534,3161846.0,440999.0,36946.1748,3805456.0,443708.0,41436.8738,4267998.0,455484.0,49628.6796,5111754.0,2015,2020,4267998.0,5111754.0,843756.0
435,S239072,五大连池矿泉工业园区,黑龙江省,五大连池矿泉,省政府,工业园区,2013.09,103.82,矿泉产品、农副产品加工,126.205446,48.517342,126.198611,48.515221,黑龙江省黑河市五大连池市,区县,ok,902.85,53.8563,14.8275,56863.418,0.3152,79.0,43.0,36.0,-7.0,99596.0,18430.0857,1935159.0,105587.0,20617.6762,2164856.0,117135.0,24602.619,2583275.0,126734.0,27087.5524,2844193.0,139323.0,30835.4762,3237725.0,2010,2015,2583275.0,2844193.0,260918.0
437,S239074,兰西工业示范基地,黑龙江省,兰西,省政府,工业园区,2011.08,137.0,纺织,126.287734,46.252966,126.281367,46.250996,黑龙江省绥化市兰西县,区县,ok,737.129,39.8361,20.6198,122955.6066,0.1471,134.0,47.0,87.0,40.0,318351.0,34207.2897,3660180.0,325688.0,41999.6262,4493960.0,337827.0,54006.5701,5778703.0,343200.0,61039.6262,6531240.0,345855.0,67278.3738,7198786.0,2010,2015,5778703.0,6531240.0,752537.0
440,S239077,明水工业示范基地,黑龙江省,明水,省政府,工业园区,2012.09,123.3,医药、化工、新能源,125.90601,47.173649,125.899528,47.171627,黑龙江省绥化市明水县,区县,ok,758.129,66.9085,23.7657,171374.8082,0.0443,459.0,0.0,459.0,459.0,291997.0,28606.8462,2975112.0,315678.0,33747.5385,3509744.0,358576.0,46246.2692,4809612.0,378222.0,53284.7788,5541617.0,383395.0,55965.5769,5820420.0,2010,2015,4809612.0,5541617.0,732005.0
445,S239081,呼玛工业示范基地,黑龙江省,呼玛,省政府,工业园区,2009.12,128.78,食品、农副产品加工,126.651856,51.725924,126.644748,51.724438,黑龙江省大兴安岭地区呼玛县,区县,ok,1247.253,19.222,14.5334,28412.8504,,,,,,84616.0,15872.8119,1603154.0,109647.0,20984.7129,2119456.0,116514.0,22811.3069,2303942.0,119500.0,23701.7327,2393875.0,120708.0,24357.4059,2460098.0,2000,2010,2119456.0,2303942.0,184486.0
446,S239082,塔河工业示范基地,黑龙江省,塔河,省政府,工业园区,2013.11,112.97,林木产品加工、食品、林下资源加工,124.709733,52.334512,124.702015,52.333105,黑龙江省大兴安岭地区塔河县,区县,ok,1278.564,34.0601,19.4625,60995.3751,,,,,,346367.0,24296.0561,2599678.0,348740.0,26762.7103,2863610.0,348740.0,28297.9439,3027880.0,348812.0,29155.8598,3119677.0,349163.0,30115.6542,3222375.0,2010,2015,3027880.0,3119677.0,91797.0
447,S239083,漠河工业示范基地,黑龙江省,漠河,省政府,工业园区,2013.11,180.81,林下资源加工,122.539313,52.972465,122.532287,52.970954,黑龙江省大兴安岭地区漠河市,区县,ok,1332.225,22.7212,14.3116,25360.1478,,,,,,248494.0,13359.4519,1389383.0,284225.0,15856.2981,1649055.0,302665.0,19075.5192,1983854.0,312081.0,20656.1923,2148244.0,318153.0,21306.6635,2215893.0,2010,2015,1983854.0,2148244.0,164390.0
452,S319001,上海市北工业园区,上海市,市北,省政府,工业园区,1996.09,129.7,软件、信息技术、检验检测,121.427647,31.303846,121.423007,31.305664,上海市宝山区上海市北工业园区,住宅区,ok,12.392,114.8046,188.658,2005434.1131,0.0362,9.0,0.0,9.0,9.0,362290.0,246298.0909,24383511.0,389365.0,309156.1414,30606458.0,390989.0,320753.1616,31754563.0,391946.0,327510.9293,32423582.0,393479.0,336339.9394,33297654.0,1990,2000,24383511.0,30606458.0,6222947.0
456,S319003,上海新杨工业园区,上海市,新杨,省政府,工业园区,2006.03,92.36,新材料、环保,121.361262,31.287368,121.356644,31.289212,上海市普陀区新杨工业园区,住宅区,ok,17.529,127.3499,125.2643,1287717.1743,0.0708,59.0,0.0,59.0,59.0,88715.0,126193.4444,12493151.0,137067.0,221198.0,21898602.0,146831.0,260870.9394,25826223.0,151450.0,280730.3737,27792307.0,155003.0,287880.9091,28500210.0,2000,2010,21898602.0,25826223.0,3927621.0
460,S319013,上海莘庄工业园区,上海市,莘庄,省政府,工业园区,2006.08,1640.54,微电子、机械、新材料,121.380181,31.073279,121.375555,31.075206,上海市闵行区莘庄工业园区,住宅区,ok,32.75,122.8206,81.6211,762912.2432,0.0817,6.0,0.0,6.0,6.0,37418.0,46772.3654,4864326.0,222610.0,143683.1058,14943043.0,293279.0,208548.5288,21689047.0,328887.0,241264.0481,25091461.0,340930.0,250917.9135,26095463.0,2000,2010,14943043.0,21689047.0,6746004.0
462,S319004,上海宝山工业园区,上海市,宝山,省政府,工业园区,2006.08,2328.65,金属制品、专用设备、电气机械器材,121.359523,31.31341,121.354906,31.315246,上海市宝山区工业园区,未知,ok,15.186,47.1825,93.7845,916275.0158,0.1105,67.0,0.0,67.0,67.0,30102.0,88757.5152,8786994.0,88643.0,166859.4444,16519085.0,122785.0,219799.2525,21760126.0,137242.0,247899.8182,24542082.0,141685.0,258203.0404,25562101.0,2000,2010,16519085.0,21760126.0,5241041.0
463,S319005,上海月杨工业园区,上海市,月杨,省政府,工业园区,2006.08,767.71,机械、汽车零部件、钢铁延伸加工,121.406536,31.409631,121.401869,31.4114,上海市宝山区月杨工业园区,住宅区,ok,4.348,45.1373,74.3878,707353.1595,0.1658,47.0,0.0,47.0,47.0,26405.0,109305.4369,11258460.0,136235.0,190090.6893,19579341.0,281262.0,241861.6019,24911745.0,339588.0,268185.0388,27623059.0,341160.0,277667.767,28599780.0,2000,2010,19579341.0,24911745.0,5332404.0
464,S319011,上海嘉定工业园区,上海市,嘉定,省政府,工业园区,2006.08,5275.69,汽车零配件、机械、电子,121.218119,31.419008,121.21366,31.420944,上海市嘉定区嘉定工业园区,住宅区,ok,13.763,47.273,40.8279,241823.6589,0.1991,123.0,0.0,123.0,123.0,14088.0,42317.0,4274017.0,45433.0,69498.3762,7019336.0,152378.0,122436.9802,12366135.0,208293.0,153002.901,15453293.0,232807.0,163439.4851,16507388.0,2000,2010,7019336.0,12366135.0,5346799.0
465,S319012,上海嘉定汽车产业园区,上海市,嘉定汽车,省政府,工业园区,2006.08,1888.58,汽车零配件、机械、电子,121.662692,31.278453,121.658416,31.28056,上海市浦东新区汽车产业园,住宅区,ok,3.639,124.816,69.6838,588967.3518,0.0672,33.0,0.0,33.0,33.0,56121.0,36898.9802,3726797.0,262105.0,111611.1782,11272729.0,307617.0,174734.495,17648184.0,330206.0,208814.3465,21090249.0,334074.0,220270.3465,22247305.0,2000,2010,11272729.0,17648184.0,6375455.0
467,S319019,上海浦东康桥工业园区,上海市,浦东康桥,省政府,工业园区,1994.08,2219.38,电子信息、汽车零配件、医疗,121.550889,31.151592,121.546629,31.153785,上海市浦东新区浦东镇康桥工业园区,住宅区,ok,21.394,44.2505,87.404,824481.4992,0.0452,7.0,0.0,7.0,7.0,53983.0,94177.0588,9606060.0,152999.0,178382.2647,18194991.0,239995.0,226565.0196,23109632.0,279646.0,250540.5,25555131.0,285898.0,258882.6863,26406034.0,1990,2000,9606060.0,18194991.0,8588931.0
468,S319020,上海南汇工业园区,上海市,南汇,省政府,工业园区,2006.03,820.0,船舶、汽车、新能源,121.723789,31.026957,121.719436,31.029094,上海市浦东新区南汇工业园区,住宅区,ok,16.886,37.7999,35.9221,239456.7037,0.095,9.0,0.0,9.0,9.0,16618.0,43928.0,4436728.0,54422.0,85393.7822,8624772.0,197955.0,137884.3366,13926318.0,267681.0,166581.5545,16824737.0,276726.0,177930.6238,17970993.0,2000,2010,8624772.0,13926318.0,5301546.0
469,S319008,上海浦东合庆工业园区,上海市,浦东合庆,省政府,工业园区,2006.03,451.56,信息技术、装备制造、新材料,121.692018,31.237994,121.68769,31.240064,上海市浦东新区浦东镇合庆工业园区,住宅区,ok,5.858,67.3767,61.9876,574191.4921,0.0654,25.0,0.0,25.0,25.0,92945.0,53574.8081,5303906.0,271928.0,121266.0505,12005339.0,300104.0,182389.7071,18056581.0,315245.0,213893.1111,21175418.0,323217.0,222820.0909,22059189.0,2000,2010,12005339.0,18056581.0,6051242.0
470,S319009,上海浦东空港工业园区,上海市,浦东空港,省政府,工业园区,2006.08,770.22,电子、机械、航空,121.544346,31.221461,121.540063,31.223606,上海市浦东新区,区县,ok,14.892,76.9388,163.3121,1559140.6089,0.0463,1.0,0.0,1.0,1.0,88279.0,189660.495,19155710.0,158165.0,248868.2277,25135691.0,173433.0,264505.8713,26715093.0,182546.0,272979.198,27570899.0,197575.0,280333.2475,28313658.0,2000,2010,25135691.0,26715093.0,1579402.0
473,S319023,上海金山工业园区,上海市,金山,省政府,工业园区,2006.08,2538.93,新材料、机电、食品,121.33773,30.849653,121.333198,30.851775,上海市金山区工业园区,未知,ok,11.949,44.6495,25.9568,126539.2665,0.8944,261.0,38.0,223.0,185.0,73512.0,11541.451,1177228.0,142273.0,22099.6373,2254163.0,198209.0,52718.7451,5377312.0,234591.0,73534.6569,7500535.0,235765.0,89266.451,9105178.0,2000,2010,2254163.0,5377312.0,3123149.0
474,S319024,上海枫泾工业园区,上海市,枫泾,省政府,工业园区,2006.08,871.28,新能源汽车、装备制造、新材料,121.052029,30.889976,121.047504,30.892052,上海市金山区枫泾工业园区,住宅区,ok,29.228,37.4628,20.8853,158707.2585,0.9343,182.0,2.0,180.0,178.0,556.0,13909.1154,1446548.0,908.0,25549.75,2657174.0,105947.0,54020.75,5618158.0,187180.0,72494.8173,7539461.0,212577.0,86004.5481,8944473.0,2000,2010,2657174.0,5618158.0,2960984.0
475,S319025,上海朱泾工业园区,上海市,朱泾,省政府,工业园区,2006.08,247.33,机械、新材料、纺织服装,121.222323,30.902055,121.217912,30.904246,上海市金山区朱泾工业园区,住宅区,ok,24.258,28.5415,25.3414,108537.2922,1.3153,436.0,3.0,433.0,430.0,3278.0,22661.3592,2334120.0,7811.0,36678.8835,3777925.0,141904.0,65887.8641,6786450.0,230150.0,83371.6214,8587277.0,288696.0,92534.2233,9531025.0,2000,2010,3777925.0,6786450.0,3008525.0
478,S319015,上海青浦工业园区,上海市,青浦,省政府,工业园区,2003.04,4042.87,精密机械、电子信息、印刷,121.123855,31.182869,121.119254,31.184745,上海市青浦区青浦工业园区,住宅区,ok,40.129,126.3696,51.5295,366632.3006,0.1465,219.0,0.0,219.0,219.0,112871.0,27836.74,2783674.0,198853.0,63712.73,6371273.0,282245.0,131749.04,13174904.0,330666.0,171799.03,17179903.0,331277.0,185596.09,18559609.0,2000,2010,6371273.0,13174904.0,6803631.0
479,S319016,上海西郊工业园区,上海市,西郊,省政府,工业园区,2006.08,1642.56,电子、汽车摩托车零部件、机械,121.377045,31.176044,121.372414,31.177919,上海市闵行区西郊村,村庄,ok,26.847,128.1064,164.5973,1697985.9106,0.1135,4.0,0.0,4.0,4.0,199475.0,189720.875,19730971.0,349723.0,276618.1346,28768286.0,356281.0,287660.2981,29916671.0,359238.0,293665.8077,30541244.0,360889.0,299001.2885,31096134.0,2000,2010,28768286.0,29916671.0,1148385.0
481,S319010,上海星火工业园区,上海市,星火,省政府,工业园区,1984.10,740.24,新材料、生物医药,121.486877,31.687568,121.482359,31.689455,上海市崇明区星火,兴趣点,ok,6.525,,9.4432,38670.0227,1.3395,330.0,0.0,330.0,330.0,2900.0,16935.8558,1761329.0,3603.0,25068.2212,2607095.0,5338.0,34390.2115,3576582.0,6675.0,39357.6058,4093191.0,6891.0,42309.1538,4400152.0,1990,1990,1761329.0,1761329.0,
483,S319022,上海奉城工业园区,上海市,奉城,省政府,工业园区,2006.03,161.83,机械、电子、金属制品,121.629173,30.917987,121.624981,30.920342,上海市奉贤区奉城工业园区,住宅区,ok,9.301,32.33,27.1763,147404.0388,0.2548,75.0,36.0,39.0,3.0,28517.0,27437.9901,2771237.0,72941.0,51024.2673,5153451.0,223707.0,88266.9208,8914959.0,300718.0,109343.099,11043653.0,310614.0,119304.4653,12049751.0,2000,2010,5153451.0,8914959.0,3761508.0
485,S319006,上海崇明工业园区,上海市,崇明,省政府,工业园区,1996.02,749.9,非金属矿物制品、金属制品、通用设备,121.386203,31.638328,121.381522,31.640074,上海市崇明区崇明工业园区,住宅区,ok,0.88,22.3464,23.9407,110558.2301,0.2327,109.0,0.0,109.0,109.0,18173.0,30680.3922,3129400.0,31675.0,51002.3039,5202235.0,142007.0,72397.2255,7384517.0,213750.0,84350.3039,8603731.0,290118.0,90275.2059,9208071.0,1990,2000,3129400.0,5202235.0,2072835.0
486,S319007,上海富盛工业园区,上海市,富盛,省政府,工业园区,2006.08,40.0,光电子、机械、船舶制造配套,121.473667,31.230525,121.469144,31.232467,上海市,省,ok,16.536,457.2792,349.5314,3590736.231,0.0656,1.0,0.0,1.0,1.0,242532.0,322622.6733,32584890.0,243910.0,325695.1584,32895211.0,245689.0,326811.7525,33007987.0,249229.0,328217.7327,33149991.0,263371.0,333035.099,33636545.0,2000,2010,32895211.0,33007987.0,112776.0
488,S329110,南京徐庄软件园,江苏省,南京徐庄软件园,省政府,工业园区,2017.08,332.85,软件信息、医疗健康,118.890183,32.087063,118.885156,32.089286,江苏省南京市玄武区南京徐庄软件园,住宅区,ok,69.053,95.4365,66.0915,439442.0926,7.6283,1439.0,841.0,598.0,-243.0,14024.0,40194.2549,4099814.0,42839.0,71237.0392,7266178.0,182067.0,120480.8529,12289047.0,274222.0,147465.4412,15041475.0,286450.0,154680.951,15777457.0,2015,2020,15041475.0,15777457.0,735982.0
494,S329004,南京化学工业园区,江苏省,南京,省政府,工业园区,1993.12,985.91,化工、钢铁、热电,118.814878,32.269568,118.809709,32.271708,江苏省南京市六合区化学工业园区,住宅区,ok,75.513,58.4533,53.8277,473953.0821,0.2014,63.0,0.0,63.0,63.0,65483.0,62104.0192,6458818.0,86696.0,77199.5096,8028749.0,143548.0,128045.0673,13316687.0,169482.0,154733.4327,16092277.0,173071.0,161621.5769,16808644.0,1990,2000,6458818.0,8028749.0,1569931.0
505,S329019,江苏宜兴陶瓷产业园区,江苏省,宜兴,省政府,工业园区,1993.12,275.77,机电、无机非金属、冶金,119.853552,31.276351,119.848818,31.278515,江苏省无锡市宜兴市江苏宜兴陶瓷产业园区,住宅区,ok,75.974,21.7544,23.22,201131.3707,0.5462,848.0,0.0,848.0,848.0,22703.0,43629.3922,4450198.0,48852.0,74551.1765,7604220.0,186348.0,102314.4902,10436078.0,278111.0,119204.1078,12158819.0,293427.0,131387.6765,13401543.0,1990,2000,4450198.0,7604220.0,3154022.0
506,S329021,江苏徐州工业园区,江苏省,徐州,省政府,工业园区,2006.04,397.9,机械、化工、家具,117.457746,34.401765,117.451809,34.402866,江苏省徐州市贾汪区徐州工业园区,住宅区,ok,163.542,7.0017,7.8739,64510.53,0.3927,66.0,1.0,65.0,64.0,58336.0,61363.7788,6381833.0,84935.0,74876.6442,7787171.0,165652.0,91749.0865,9541905.0,217667.0,105618.4808,10984322.0,277968.0,133395.2596,13873107.0,2000,2010,7787171.0,9541905.0,1754734.0
540,S329050,江苏海门工业园区,江苏省,海门,省政府,工业园区,2006.08,188.98,纺织、金属制品、仪器仪表,121.094463,31.965599,121.089783,31.967394,江苏省南通市海门区工业园区,未知,ok,17.131,29.6503,12.9924,95610.8248,0.3197,64.0,0.0,64.0,64.0,13126.0,29083.1939,2850153.0,97173.0,75943.449,7442458.0,222252.0,155545.9898,15243507.0,289746.0,195865.6429,19194833.0,295526.0,204157.2551,20007411.0,2000,2010,7442458.0,15243507.0,7801049.0
547,S329130,灌南工业园区,江苏省,灌南,省政府,工业园区,2005.08,375.68,金属精加工、装备制造、光电,118.006606,24.600094,118.001761,24.602917,福建省厦门市集美区灌南工业园区,住宅区,ok,2.575,133.1985,99.4183,654669.2717,0.5259,2379.0,24.0,2355.0,2331.0,115181.0,63149.9394,6251844.0,193146.0,100166.5354,9916487.0,244436.0,131722.3333,13040511.0,271677.0,148432.3232,14694800.0,286654.0,161496.6364,15988167.0,2000,2010,9916487.0,13040511.0,3124024.0
548,S329062,江苏连云港化工产业园区,江苏省,连云港,省政府,工业园区,2006.05,263.58,化工、钢铁、船舶,119.775327,34.474779,119.770078,34.475923,江苏省连云港市灌云县产业园区,住宅区,ok,2.049,9.599,9.3615,29956.9396,0.024,5.0,1.0,4.0,3.0,17539.0,3684.5922,379513.0,23754.0,4476.068,461035.0,76507.0,17102.8155,1761590.0,111409.0,26884.5631,2769110.0,132260.0,34284.7184,3531326.0,2000,2010,461035.0,1761590.0,1300555.0
550,S329064,江苏淮安工业园区,江苏省,淮安,省政府,工业园区,1995.10,425.55,新材料、节能环保、电子信息,119.026674,33.368903,119.021201,33.37038,江苏省淮安市淮安区淮安工业园区,住宅区,ok,125.532,,10.5744,36957.5082,0.8325,38.0,0.0,38.0,38.0,8595.0,4746.596,469913.0,10357.0,8050.899,797039.0,89551.0,22557.3535,2233178.0,147248.0,34528.1414,3418286.0,152665.0,47996.4242,4751646.0,1990,2000,469913.0,797039.0,327126.0
572,S329084,江苏扬州化学工业园区,江苏省,扬州,省政府,工业园区,2006.05,112.2,石化化工、精细化工,119.163389,32.257269,119.157976,32.259223,江苏省扬州市仪征市扬州化学工业园区,住宅区,ok,42.796,18.164,25.5965,196504.1365,0.1643,111.0,15.0,96.0,81.0,28433.0,64862.0673,6745655.0,81648.0,84245.6731,8761550.0,142899.0,122136.7115,12702218.0,170081.0,143303.2404,14903537.0,170339.0,150762.3365,15679283.0,2000,2010,8761550.0,12702218.0,3940668.0
575,S329089,江苏镇江京口工业园区,江苏省,镇江京口,省政府,工业园区,2006.04,398.71,新材料、新能源、木材加工、粮油加工,119.567802,32.146505,119.562818,32.148712,江苏省镇江市京口区京口工业园区,住宅区,ok,6.724,14.0962,15.78,131021.3514,0.8342,406.0,11.0,395.0,384.0,61496.0,41601.0962,4326514.0,79721.0,62371.6538,6486652.0,146595.0,100679.4615,10470664.0,192559.0,122406.5577,12730282.0,216229.0,130409.9712,13562637.0,2000,2010,6486652.0,10470664.0,3984012.0
581,S329096,江苏泰州海陵工业园区,江苏省,泰州海陵,省政府,工业园区,2006.04,120.77,光电子器件、机械、纺织服装,119.966152,32.477774,119.96136,32.479914,江苏省泰州市海陵区海陵工业园区,住宅区,ok,22.98,22.4364,23.5651,258321.0688,0.1246,322.0,0.0,322.0,322.0,11931.0,57077.9286,5593637.0,35809.0,100582.8673,9857121.0,129392.0,166151.7857,16282875.0,199081.0,204117.1837,20003484.0,217432.0,217776.7449,21342121.0,2000,2010,9857121.0,16282875.0,6425754.0
585,S329100,江苏江阴—靖江工业园区,江苏省,江阴—靖江,省政府,工业园区,2003.06,290.99,造船、炼钢、钢结构,120.292582,31.921628,120.28796,31.923578,江苏省无锡市江阴市靖江工业园区,住宅区,ok,1.002,50.4021,46.6912,367693.1422,0.3039,157.0,0.0,157.0,157.0,42599.0,83491.6019,8599635.0,125683.0,134541.9126,13857817.0,166913.0,181368.8835,18680995.0,185188.0,206137.1748,21232129.0,196108.0,213353.0485,21975364.0,2000,2010,13857817.0,18680995.0,4823178.0
591,S339004,杭州江东工业园区,浙江省,杭州江东,省政府,工业园区,2006.03,330.0,新材料、机械、电子,120.482846,30.345917,120.478442,30.348307,浙江省杭州市钱塘区江东工业园区,住宅区,ok,2.877,13.7429,12.2321,60964.7883,0.371,218.0,0.0,218.0,218.0,2061.0,13545.1262,1395148.0,12408.0,29882.0194,3077848.0,64299.0,54915.9612,5656344.0,109301.0,69493.3689,7157817.0,173400.0,78363.4757,8071438.0,2000,2010,3077848.0,5656344.0,2578496.0
597,S339014,宁波望春工业园区,浙江省,宁波望春,省政府,工业园区,2006.08,619.39,电子信息、新能源、新材料,121.457224,29.835723,121.452769,29.838056,浙江省宁波市海曙区宁波望春工业园区,住宅区,ok,28.168,38.8704,31.9473,270465.5346,0.3572,53.0,1.0,52.0,51.0,2440.0,26742.8155,2754510.0,17242.0,68705.9515,7076713.0,73742.0,120851.5922,12447714.0,112200.0,151606.2233,15615441.0,126338.0,162313.8932,16718331.0,2000,2010,7076713.0,12447714.0,5371001.0
599,S339013,宁波鄞州工业园区,浙江省,宁波鄞州,省政府,工业园区,2006.03,409.94,电气机械、仪器仪表、粉末冶金,121.60497,29.818338,121.600883,29.820974,浙江省宁波市鄞州区鄞州工业园区,住宅区,ok,19.39,47.7027,49.6504,456237.171,0.8337,123.0,10.0,113.0,103.0,26328.0,33296.5545,3362952.0,52769.0,89612.8713,9050900.0,191302.0,147442.1584,14891658.0,272329.0,180959.8614,18276946.0,293236.0,192035.2079,19395556.0,2000,2010,9050900.0,14891658.0,5840758.0
604,S339018,浙江余姚工业园区,浙江省,余姚,省政府,工业园区,2002.01,422.37,服装、装备制造、家用电器,121.149752,30.091568,121.14528,30.093882,浙江省宁波市余姚市工业园区,未知,ok,19.186,30.5107,33.6604,268879.3712,3.8323,993.0,28.0,965.0,937.0,33658.0,46324.3529,4725084.0,121773.0,89304.2941,9109038.0,299507.0,138260.902,14102612.0,381483.0,165747.4706,16906242.0,388032.0,174843.6569,17834053.0,2000,2010,9109038.0,14102612.0,4993574.0
606,S339021,浙江温州鹿城轻工产业园区,浙江省,温州鹿城轻工,省政府,工业园区,2006.03,664.99,装备制造、电子信息,120.553621,28.088741,120.549637,28.092135,浙江省温州市鹿城区轻工产业园区,住宅区,ok,2.34,68.6656,51.6206,145208.7878,17.3882,3458.0,401.0,3057.0,2656.0,53326.0,21075.4653,2128622.0,101326.0,39916.0495,4031521.0,196178.0,53740.7525,5427816.0,243687.0,60960.8812,6157049.0,245468.0,64479.8416,6512464.0,2000,2010,4031521.0,5427816.0,1396295.0
607,S339022,浙江温州滨海工业园区,浙江省,温州滨海,省政府,工业园区,2000.04,1706.12,装备制造、鞋服,120.814244,27.869329,120.810224,27.872613,浙江省温州市龙湾区滨海工业园区,住宅区,ok,3.09,153.1442,69.4509,440804.6185,0.4188,164.0,0.0,164.0,164.0,2834.0,39448.1068,4063155.0,80886.0,72258.4757,7442623.0,214982.0,96941.6602,9984991.0,275030.0,109720.3495,11301196.0,280801.0,115800.932,11927496.0,2000,2010,7442623.0,9984991.0,2542368.0
609,S339029,浙江永嘉工业园区,浙江省,永嘉,省政府,工业园区,2006.08,37.46,泵阀、鞋服、新材料,120.69136,28.153914,120.687304,28.157228,浙江省温州市永嘉县,区县,ok,12.656,117.956,58.6304,106003.719,23.5403,2793.0,51.0,2742.0,2691.0,241092.0,16542.1683,1670759.0,360319.0,26561.7129,2682733.0,382217.0,32536.0891,3286145.0,391052.0,35576.7624,3593253.0,391419.0,37067.0891,3743776.0,2000,2010,2682733.0,3286145.0,603412.0
611,S339030,浙江苍南工业园区,浙江省,苍南,省政府,工业园区,2006.03,241.05,仪器仪表、机械电子、印刷包装,120.456234,27.526346,120.451959,27.529417,浙江省温州市苍南县工业园区,未知,ok,14.984,,55.4928,339449.5737,2.2789,291.0,81.0,210.0,129.0,14384.0,22061.2574,2228187.0,41489.0,60723.7723,6133101.0,138582.0,91225.7921,9213805.0,190202.0,106851.6337,10792015.0,206865.0,113361.2772,11449489.0,2000,2010,6133101.0,9213805.0,3080704.0
614,S339026,浙江乐清工业园区,浙江省,乐清,省政府,工业园区,2006.08,44.26,电子元件、汽车配件、机械,121.020836,28.143245,121.016624,28.146434,浙江省温州市乐清市工业园区,未知,ok,2.597,,52.2455,152452.2694,3.5921,568.0,50.0,518.0,468.0,12138.0,29914.9902,3051329.0,34118.0,54060.6176,5514183.0,148675.0,69326.9608,7071350.0,222639.0,77394.2157,7894210.0,231552.0,80685.4902,8229920.0,2000,2010,5514183.0,7071350.0,1557167.0
615,S339032,浙江嘉兴工业园区,浙江省,嘉兴,省政府,工业园区,2006.03,779.99,信息技术、装备制造,120.842445,30.732377,120.838264,30.734803,浙江省嘉兴市南湖区嘉兴工业园区,住宅区,ok,25.089,35.7278,18.9933,150693.2223,0.3748,110.0,0.0,110.0,110.0,466.0,3456.11,345611.0,3191.0,10980.12,1098012.0,163847.0,55750.71,5575071.0,262388.0,89824.51,8982451.0,282536.0,109133.89,10913389.0,2000,2010,1098012.0,5575071.0,4477059.0
618,S339037,浙江海宁经编产业园区,浙江省,海宁经编,省政府,工业园区,2006.08,402.92,经编针织,120.671246,30.473164,120.667052,30.47567,浙江省嘉兴市海宁市经编产业园区,住宅区,ok,8.176,34.5896,28.3149,160290.9267,0.4414,642.0,0.0,642.0,642.0,5861.0,11946.1731,1242402.0,15587.0,33856.5769,3521084.0,134846.0,94120.5481,9788537.0,206949.0,129900.2115,13509622.0,237143.0,148380.7596,15431599.0,2000,2010,3521084.0,9788537.0,6267453.0
621,S339039,浙江桐乡濮院针织产业园区,浙江省,桐乡濮院针织,省政府,工业园区,2006.08,435.88,针织服装、机械,120.621699,30.66176,120.617572,30.664276,浙江省嘉兴市桐乡市濮院针织产业园区,住宅区,ok,28.623,50.4278,17.5719,182343.9732,0.4128,292.0,0.0,292.0,292.0,714.0,8336.4184,816969.0,38889.0,24076.398,2359487.0,240381.0,75442.1122,7393327.0,354870.0,111438.4388,10920967.0,386913.0,128292.8367,12572698.0,2000,2010,2359487.0,7393327.0,5033840.0
